timestamp_ms,displacement_mm,force_N
99.0,0.0,-0.9605755800000001
201.0,0.015,-0.9595259100000001
300.0,0.222,-0.9317930400000001
399.0,0.518,-0.56214243
498.0,0.799,0.35995833
597.0,1.11,0.6845123700000001
696.0,1.406,0.6627145500000001
795.0,1.717,0.5462208000000001
894.0,1.998,0.48463362000000004
993.0,2.309,0.45523305000000003
1092.0,2.605,0.43902693000000004
1191.0,2.901,0.44475597000000006
1290.0,3.197,0.39968883000000005
1389.0,3.493,0.39165444000000005
1488.0,3.789,0.45751878
1587.0,4.085,0.7851041100000001
1686.0,4.367,1.72729575
1785.0,4.648,3.20136597
1884.0,4.914,4.7894087700000005
1983.0,5.21,6.5001060000000015
2082.0,5.477,8.29301103
2181.0,5.758,10.865938589999999
2280.0,6.024,14.22653067
2379.0,6.291,17.46620469
2479.0,6.572,20.7623745
2578.0,6.838,23.96027754
2677.0,7.105,27.28016793
2776.0,7.386,30.696559290000003
2875.0,7.712,31.360686480000002
2974.0,8.023,31.360686480000002
3073.0,8.348,31.360686480000002
3172.0,8.644,29.675544300000002
3271.0,8.94,28.66147479
3370.0,9.222,28.241096669999997
3469.0,9.532,28.073208330000003
3568.0,9.828,27.98011143
3667.0,10.125,28.165873590000004
3766.0,10.421,28.42582878
3865.0,10.717,28.51929846
3964.0,11.013,28.48113756
4063.0,11.323,28.34555355
4162.0,11.62,28.284093900000002
4261.0,11.916,28.085156910000002
4360.0,12.197,27.629678610000003
4459.0,12.508,27.34502184
4558.0,12.818,27.031484430000003
4657.0,13.115,26.678942460000002
4756.0,13.411,26.33444469
4855.0,13.707,25.9028145
4954.0,14.032,25.35205167
5053.0,14.328,24.693094350000003
5152.0,14.624,24.09825519
5251.0,14.935,23.221270620000002
5350.0,15.231,22.09308138
5449.0,15.542,21.108412440000002
5549.0,15.853,19.98789462
5648.0,16.149,18.88467183
5747.0,16.445,17.70595128
5846.0,16.756,16.46272017
5945.0,17.081,15.32621205
6044.0,17.377,14.30754165
6143.0,17.688,13.40810199
6242.0,17.984,12.46562586
6341.0,18.295,11.52347346
6440.0,18.606,10.69436169
6539.0,18.917,9.70015743
6638.0,19.213,8.46503919
6737.0,19.509,7.32364569
6836.0,19.82,6.1875594
6935.0,20.131,5.25742425
7034.0,20.427,4.2657902100000005
7133.0,20.738,3.3101392500000006
7232.0,21.034,2.56123404
7331.0,21.344,1.95387732
7430.0,21.64,1.37130066
7529.0,21.951,0.66222405
