timestamp_ms,displacement_mm,force_N
100.0,0.015,-1.4860482300000002
202.0,0.178,-0.95591583
300.0,0.459,0.27960462
399.0,0.77,0.6407793900000001
498.0,1.066,0.61961922
597.0,1.362,0.54214965
696.0,1.643,0.59445657
795.0,1.939,0.59500593
893.0,2.25,0.49098069
992.0,2.531,0.42080976000000003
1091.0,2.842,0.38611179000000007
1190.0,3.108,0.34958916
1289.0,3.404,0.32175819000000005
1388.0,3.715,0.31175199000000003
1487.0,4.011,0.33554124
1586.0,4.307,0.32294520000000004
1685.0,4.589,0.28775673
1784.0,4.885,0.29352501000000003
1883.0,5.181,0.28456848
1982.0,5.477,0.2333799
2081.0,5.773,0.23752953000000004
2180.0,6.054,0.22575753000000004
2279.0,6.365,0.20468565
2378.0,6.661,0.19083392999999998
2477.0,6.957,0.17913060000000003
2576.0,7.238,0.16514154
2675.0,7.519,0.26051436
2774.0,7.815,0.80028999
2873.0,8.111,1.93968225
2972.0,8.393,3.38031018
3071.0,8.674,4.951420920000001
3170.0,8.94,6.553953090000001
3269.0,9.222,8.75123613
3367.0,9.503,11.55995685
3467.0,9.769,14.4204057
3565.0,10.036,17.048377170000002
3664.0,10.317,19.44701046
3763.0,10.598,22.267218690000004
3862.0,10.865,25.46160975
3961.0,11.146,28.46765862
4060.0,11.397,31.331972609999998
4159.0,11.679,31.331972609999998
4258.0,11.96,31.331972609999998
4357.0,12.286,31.331972609999998
4456.0,12.582,31.331972609999998
4555.0,12.878,31.331972609999998
4654.0,13.174,0.02943
4753.0,13.47,31.331972609999998
4852.0,13.766,31.331972609999998
4951.0,14.062,31.331972609999998
5050.0,14.358,31.331972609999998
5149.0,14.639,31.331972609999998
5248.0,14.95,31.331972609999998
5347.0,15.246,31.331972609999998
5446.0,15.527,31.331972609999998
5545.0,15.823,31.331972609999998
5643.0,16.119,31.331972609999998
5742.0,16.415,31.331972609999998
5841.0,16.726,31.331972609999998
5940.0,17.007,31.331972609999998
6039.0,17.303,31.331972609999998
6138.0,17.599,30.98116701
6237.0,17.896,30.57622002
6336.0,18.206,30.16395477
6435.0,18.502,29.5873524
6534.0,18.798,28.89676764
6633.0,19.094,28.259156880000006
6732.0,19.42,27.612834840000005
6831.0,19.701,26.833312620000005
6930.0,19.997,25.86821463
7029.0,20.293,24.84607149
7128.0,20.589,23.82120117
7227.0,20.915,22.763565450000005
7326.0,21.226,21.49142427
7425.0,21.522,20.109705390000002
7524.0,21.818,18.615377520000003
7623.0,22.129,17.215716150000002
7721.0,22.44,15.920590140000002
7820.0,22.736,14.60693304
7919.0,23.047,13.441769910000001
8018.0,23.328,12.424296329999999
8117.0,23.639,11.58799383
8216.0,23.95,10.605865679999999
8414.0,24.556,7.84630287
8513.0,24.852,6.60544578
8612.0,25.163,5.74143984
8711.0,25.474,4.59478818
8810.0,25.77,3.36909735
8909.0,26.066,2.55231675
9008.0,26.362,1.9352481300000002
9107.0,26.673,1.30470057
9206.0,26.969,0.54441576
9305.0,27.28,0.06924879
