timestamp_ms,displacement_mm,force_N
100.0,0.0,-1.7242742700000002
202.0,0.178,-1.22726043
300.0,0.459,0.12362562
399.0,0.755,0.67768461
498.0,1.066,0.48874401
597.0,1.362,0.401229
696.0,1.643,0.39151709999999995
795.0,1.939,0.38259981000000004
894.0,2.235,0.33148970999999994
993.0,2.531,0.40550616
1092.0,2.827,0.5126509800000001
1191.0,3.123,0.46643607000000004
1290.0,3.404,0.41549273999999997
1389.0,3.715,0.39653001
1488.0,4.011,0.34970688000000005
1587.0,4.307,0.35550459
1685.0,4.589,0.36006624000000004
1784.0,4.885,0.37341765
1883.0,5.195,0.37703754
1982.0,5.492,0.32044365
2081.0,5.773,0.33372639000000004
2180.0,6.069,0.37029807000000003
2279.0,6.365,0.43763391
2378.0,6.661,0.86976441
2477.0,6.942,2.14693812
2576.0,7.209,4.25796183
2675.0,7.49,6.6936573
2774.0,7.756,9.31877406
2873.0,8.037,12.0002787
2972.0,8.304,14.824577700000003
3071.0,8.57,17.76034773
3170.0,8.852,20.976595469999996
3269.0,9.118,23.947043850000004
3368.0,9.399,26.96412897
3467.0,9.651,30.38246271
3566.0,9.932,31.42249929
3665.0,10.184,31.42249929
3764.0,10.465,31.42249929
3863.0,10.746,31.42249929
3962.0,11.027,31.42249929
4061.0,11.279,31.42249929
4160.0,11.634,31.42249929
4259.0,12.004,31.42249929
4358.0,12.345,30.668492880000002
4457.0,12.641,28.3460931
4556.0,12.937,27.10566765
4655.0,13.233,26.23034097
4754.0,13.529,25.55324496
4853.0,13.84,25.08556302
4951.0,14.136,24.6105432
5050.0,14.432,23.95864908
5149.0,14.728,23.328474300000003
5248.0,15.039,22.632729480000005
5347.0,15.335,21.83694228
5446.0,15.631,21.093824970000004
5545.0,15.927,20.252166210000002
5644.0,16.223,19.29085488
5743.0,16.534,18.332290349999997
5842.0,16.845,17.36992935
5941.0,17.141,16.237404090000002
6040.0,17.451,14.912573400000001
6139.0,17.733,13.6678806
6238.0,18.058,12.41116074
6337.0,18.369,10.87980012
6436.0,18.665,9.38124414
6535.0,18.961,8.47499634
6634.0,19.257,7.78578498
6733.0,19.568,7.15110741
6832.0,19.864,6.5985002999999995
6931.0,20.175,6.0812484300000005
7030.0,20.456,5.547270510000001
7128.0,20.752,4.93234047
7227.0,21.063,4.2052527
7326.0,21.374,3.32133246
7425.0,21.67,2.39625927
7524.0,21.966,1.4558334299999998
7623.0,22.262,0.47883591000000003
7722.0,22.573,0.11472795000000001
