timestamp_ms,displacement_mm,force_N
100.0,0.0,-0.17294049000000003
202.0,0.104,-0.17109621
300.0,0.4,0.00503253
399.0,0.681,0.7603338600000001
498.0,1.007,0.8302791599999999
597.0,1.303,0.66673665
696.0,1.599,0.59761539
795.0,1.895,0.48448647
893.0,2.176,0.48773358000000006
992.0,2.487,0.6347756699999999
1091.0,2.798,0.62390619
1190.0,3.094,0.6298020000000001
1289.0,3.39,0.5015558700000001
1388.0,3.671,0.537588
1487.0,3.967,0.57021606
1586.0,4.278,0.53319312
1685.0,4.574,0.47779605
1784.0,4.87,0.47359737
1883.0,5.166,0.37424169
1982.0,5.462,0.41466870000000006
2081.0,5.773,0.47759004
2180.0,6.039,0.55511847
2279.0,6.32,1.10532213
2378.0,6.587,2.7081289799999997
2477.0,6.883,5.405535630000001
2576.0,7.149,8.410495590000002
2675.0,7.401,11.469940290000002
2774.0,7.682,14.96189808
2873.0,7.934,18.68288013
2972.0,8.215,22.572623610000004
3071.0,8.585,26.64956151
3170.0,8.852,27.928530450000004
3269.0,9.118,22.670959050000004
3367.0,9.414,24.030389610000004
3467.0,9.74,26.021221200000003
3565.0,10.051,26.10441
3664.0,10.376,25.60837716
3763.0,10.672,23.021597879999998
3862.0,10.983,20.1534678
3961.0,11.294,19.34407413
4060.0,11.59,18.05607999
4159.0,11.916,16.62876423
4258.0,12.212,15.36310746
4357.0,12.522,13.48679781
4456.0,12.833,12.27797037
4555.0,13.144,10.95137388
4654.0,13.455,8.87783418
4753.0,13.766,7.45626708
4852.0,14.062,6.21179991
4951.0,14.373,4.83836067
5050.0,14.684,4.18846779
5149.0,14.965,3.7122315300000004
5248.0,15.276,2.2265757
5347.0,15.572,1.4073327900000001
5446.0,15.882,1.1722459500000002
5545.0,16.164,0.7351417800000001
5643.0,16.475,0.33768963
