timestamp_ms,displacement_mm,force_N
100.0,0.015,-0.13485807000000002
202.0,0.148,0.14061654
300.0,0.459,0.62643717
399.0,0.755,0.62046288
498.0,1.051,0.53919684
597.0,1.362,0.40977351000000006
696.0,1.658,0.43814402999999996
795.0,1.954,0.5002903799999999
894.0,2.235,0.46503324
993.0,2.531,0.5140243800000001
1092.0,2.827,0.51006114
1191.0,3.138,0.60657192
1290.0,3.419,0.6052377600000001
1389.0,3.715,0.64048509
1488.0,3.997,0.59622237
1587.0,4.293,0.58861962
1685.0,4.603,0.51047316
1784.0,4.899,0.49987836
1883.0,5.181,0.47746251
1982.0,5.477,0.5008397400000001
2081.0,5.773,0.59874354
2180.0,6.084,0.5392557
2279.0,6.365,0.61111395
2378.0,6.661,0.67768461
2477.0,6.942,1.24531083
2576.0,7.223,2.80631727
2675.0,7.505,4.97315988
2774.0,7.771,7.191436320000001
2873.0,8.037,9.7950888
2972.0,8.319,0.11772
3071.0,8.585,15.355897109999999
3170.0,8.866,17.552974140000003
3269.0,9.148,20.125528920000004
3368.0,9.429,21.760973640000003
3467.0,9.71,22.56381423
3566.0,10.021,22.240594350000002
3665.0,10.332,20.01669678
3764.0,10.643,18.56675916
3863.0,10.924,17.935475850000003
3962.0,11.205,19.12520322
4061.0,11.516,19.90347957
4160.0,11.812,17.81316477
4259.0,12.108,17.546116950000002
4358.0,12.389,17.97910092
4457.0,12.715,17.21343042
4556.0,13.011,16.91922852
4655.0,13.307,16.42610925
4754.0,13.603,15.275847510000002
4853.0,13.899,14.68332351
4951.0,14.21,14.20090695
5050.0,14.506,13.76826633
5149.0,14.817,13.13901369
5248.0,15.083,12.845939940000001
5347.0,15.379,13.087707389999998
5446.0,15.705,11.84701707
5545.0,16.001,11.231547479999998
5644.0,16.312,11.20394214
5743.0,16.608,9.62955486
5842.0,16.919,8.630357309999999
5941.0,17.229,6.986672189999999
6040.0,17.525,6.255444600000001
6139.0,17.836,5.93055702
6238.0,18.118,5.315970330000001
6337.0,18.414,5.252489820000001
6436.0,18.739,4.6631148300000005
6535.0,19.05,2.70848214
6634.0,19.346,2.0527523100000002
6733.0,19.938,0.7908527700000001
6832.0,20.249,0.5548437900000001
