displacement_mm,force
37.656,25.59429
37.493,36.14985
37.197,4.96386
36.901,10.35936
36.605,15.11721
36.309,4.3262100000000006
36.013,3.69837
35.717,19.639619999999997
35.421,3.69837
35.125,3.69837
34.829,2.42307
34.533,-0.10791
34.237,0.12753
33.941,6.22935
33.645,3.9338100000000003
33.349,0.8338500000000001
33.053,17.97192
32.771,17.97192
32.475,17.658
32.179,19.16874
31.883,1.39302
31.587,20.198790000000002
31.321,40.82922
31.025,72.23103
30.758,36.06156
30.477,71.05383
30.211,86.34762
29.944,82.36476000000002
29.678,90.03618000000002
29.397,126.2547
29.13,126.85311
28.864,152.23158
28.612,162.37512
28.346,72.63324
26.643,71.60319000000001
26.347,71.85825000000001
26.037,70.70067
25.755,66.37446
25.474,60.822
25.148,61.135920000000006
24.867,69.76872
24.556,68.06178
24.275,68.43456
23.979,68.56209
23.683,69.72948
23.387,61.292880000000004
23.091,63.323550000000004
22.795,61.45965
22.514,63.67671
22.203,62.00901
21.922,63.36279
21.626,60.822
21.33,60.90048
21.034,62.107110000000006
20.723,60.822
20.427,69.08202
20.145,65.90358
19.849,60.822
19.539,62.25426
19.243,64.01025000000001
18.946,60.822
18.65,61.253640000000004
18.354,61.57737
18.044,59.55651
17.748,51.296490000000006
17.451,41.123520000000006
17.141,58.555890000000005
16.845,51.8949
16.549,44.537400000000005
16.253,47.64717
15.942,50.64903
15.631,40.505489999999995
15.335,42.251670000000004
15.009,40.83903
14.713,30.43062
14.402,20.34594
14.106,10.045440000000001
13.81,2.90376
13.499,36.69921
13.189,20.75796
12.892,20.198790000000002
12.626,4.92462
12.315,0.9810000000000001
12.019,0.51993
11.723,0.50031
11.427,0.12753
11.146,-0.10791
10.835,1.00062
10.539,0.20601000000000003
10.243,0.12753
9.947,0.51993
9.666,-0.02943
9.37,0.04905
9.074,0.59841
8.778,0.20601000000000003
8.482,0.36297
8.2,0.51993
7.889,-0.10791
7.593,0.28449
7.297,-0.10791
7.001,0.18639
6.72,-0.10791
6.409,0.20601000000000003
6.113,0.12753
5.817,0.04905
5.521,-0.02943
5.24,40.58397
4.944,4.96386
4.648,43.04628
4.337,-0.10791
4.056,0.04905
3.76,43.04628
3.464,43.0659
3.168,0.06867000000000001
2.872,0.12753
2.576,43.04628
2.279,43.056090000000005
1.998,-0.10791
1.687,-0.02943
1.391,45.626310000000004
1.11,-0.10791
0.474,-0.10791
0.77,-0.10791
1.066,-0.10791
1.362,-0.02943
1.658,0.51993
1.939,-0.10791
2.235,86.87736000000001
2.546,-0.10791
2.827,0.50031
3.123,84.15999000000001
