displacement_mm,force
42.733,26.173080000000002
42.585,26.536050000000003
42.289,27.997740000000004
41.993,28.6452
41.697,28.67463
41.416,28.478430000000003
41.105,28.60596
40.809,28.53729
40.513,28.39995
40.202,28.341089999999998
39.936,28.23318
39.625,28.272420000000004
39.314,28.341089999999998
39.033,28.33128
38.737,28.311660000000003
38.441,28.341089999999998
38.145,28.41957
37.834,28.341089999999998
37.553,28.22337
37.256,28.184130000000003
36.975,28.184130000000003
36.679,28.144890000000004
36.368,28.23318
36.087,28.586340000000003
35.791,28.959120000000002
35.495,28.92969
35.214,29.15532
34.918,29.704680000000003
34.607,29.47905
34.326,29.27304
34.03,29.16513
33.734,29.18475
33.423,29.15532
33.142,29.15532
32.845,29.08665
32.564,29.027790000000003
32.253,29.067030000000003
31.972,29.057220000000004
31.661,29.057220000000004
31.38,29.057220000000004
31.099,29.057220000000004
30.788,29.096460000000004
30.492,29.067030000000003
30.196,29.067030000000003
29.915,29.08665
29.619,29.096460000000004
29.323,29.11608
29.027,29.194560000000003
28.731,29.292660000000005
28.449,29.508480000000002
28.153,29.94012
27.857,29.979360000000003
27.576,31.01922
27.295,32.92236
27.028,34.69797
26.732,36.08118
26.407,34.41348
26.111,33.04008
25.829,33.86412
25.548,34.63911
25.237,34.50177
24.956,36.44415
24.675,38.26881
24.349,36.767880000000005
24.083,35.070750000000004
23.802,36.79731
23.461,36.24795
23.18,35.12961
22.913,37.278
22.632,39.67164
22.351,41.65326
22.055,42.81084
21.788,44.27253
21.507,46.19529
21.211,46.92123000000001
20.93,47.50983
20.649,50.04081
20.382,52.257870000000004
20.086,53.13096000000001
19.805,53.229060000000004
19.524,55.41669
19.243,57.07458
18.976,57.07458
18.71,57.07458
18.443,57.07458
18.147,57.07458
17.866,57.07458
17.585,57.07458
17.318,57.07458
17.052,57.07458
16.771,57.07458
16.475,57.07458
16.208,57.07458
15.942,57.07458
15.66,57.07458
15.379,57.07458
15.083,57.07458
14.817,57.07458
14.55,57.07458
14.284,57.07458
14.003,57.07458
13.514,57.07458
12.833,49.84461
12.537,27.487620000000003
12.226,27.19332
11.93,27.26199
11.634,27.418950000000002
11.353,27.60534
11.072,27.566100000000002
10.746,27.566100000000002
10.465,27.62496
10.169,27.634770000000003
9.873,27.62496
9.592,27.634770000000003
9.281,27.634770000000003
8.985,27.62496
8.689,27.62496
8.407,27.62496
8.126,27.62496
7.815,27.62496
7.519,27.62496
7.223,27.62496
6.927,27.62496
6.646,27.62496
6.335,27.62496
6.039,27.62496
